name,level,school,ritual,casting_time,range,duration,cast_with,hue1,hue2,bright1,bright2,attack_type,saving_throw,availableWhen,onCasting,onCast,onPlayerAttacks,onPlayerHitsTarget,onDispel,die_str,ammo_count,bonus_threshold,bonus_per_level,bonus_type,bonus_max,description,higher_levels,components_material,components_somatic,components_verbal,components_materials_description,classes_0,classes_1,classes_2,classes_3,classes_4,classes_5,classes_6,tags_0,tags_1,tags_2,tags_3,tags_4,tags_5,tags_6,tags_7
Spirit Guardians,3,conjuration,FALSE,1 action,Self (15-foot radius),"Concentration, up to 10 minutes",,,,,,,Wisdom,,,,,,,3d8(radiant/necrotic),1,3,1d8,damage,,"You call forth spirits to protect you. They flit around you to a distance of **15 feet** for the duration. If you are good or neutral, their spectral form appears angelic or fey (your choice). If you are evil, they appear fiendish.

When you cast this spell, you can designate any number of creatures you can see to be unaffected by it. An affected creature’s speed is halved in the area, and when the creature enters the area for the first time on a turn or starts its turn there, it must make a **Wisdom** saving throw. On a failed save, the creature takes {spell_DieStrRaw} **radiant damage** (if you are **good** or **neutral**) or {spell_DieStrRaw} **necrotic damage** (if you are **evil**). On a successful save, the creature takes half as much damage.","When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d8 for each slot level above 3rd.",TRUE,TRUE,TRUE,a holy symbol,cleric,,,,,,,cleric,level3,,,,,,
Spiritual Weapon,2,evocation,FALSE,1 bonus action,60 feet,1 minute,,,,,,meiee,,,,,,,,1d8(force)+SAM,1,,,,,"You create a floating, spectral weapon within range that lasts for the duration or until you cast this spell again. When you cast the spell, you can make a melee spell attack against a creature within **5 feet** of the weapon. On a hit, the target takes **force damage** equal to «1d8{SpellcastingAbilityModifierStr}».

As a **bonus action** on your turn, you can move the weapon up to **20 feet** and repeat the attack against a creature within **5 feet** of it. The weapon can take whatever form you choose. Clerics of deities who are associated with a particular weapon (as St. Cuthbert is known for his mace and Thor for his hammer) make this spell’s effect resemble that weapon.",,FALSE,TRUE,TRUE,,cleric,,,,,,,cleric,level2,,,,,,
Staggering Smite,4,evocation,FALSE,1 bonus action,Self,"Concentration, up to 1 minute",,,,,,buff,Wisdom,,,,,,,+4d6(psychic),1,,,,,"The next time you hit a creature with a melee weapon attack during this spell's duration, your weapon pierces both body and mind, and the attack deals an extra **4d6 psychic damage** to the target. The target must make a **Wisdom** saving throw. On a failed save, it has **disadvantage** on attack rolls and ability checks, and can't take reactions, until the end of its next turn.",,FALSE,FALSE,TRUE,,paladin,,,,,,,paladin,level4,,,,,,
Stinking Cloud,3,conjuration,FALSE,1 action,90 feet,"Concentration, up to 1 minute",,,,,,,Constitution,,,,,,,,1,,,,,"You create a **20-foot** radius sphere of yellow, nauseating gas centered on a point within range. The cloud spreads around corners, and its area is heavily obscured. The cloud lingers in the air for the duration.

Each creature that is completely within the cloud at the start of its turn must make a **Constitution** saving throw against poison. On a failed save, the creature spends its action that turn retching and reeling. Creatures that don’t need to breathe or are immune to poison automatically succeed on this saving throw.

A moderate wind (at least **10 miles** per hour) disperses the cloud after 4 rounds. A strong wind (at least 20 miles per hour) disperses it after **1 round**.",,TRUE,TRUE,TRUE,a rotten egg or several skunk cabbage leaves,bard,sorcerer,wizard,,,,,bard,sorcerer,wizard,level3,,,,
Stone Shape,4,transmutation,FALSE,1 action,Touch,Instantaneous,,,,,,,,,,,,,,,1,,,,,"You touch a stone object of **Medium** size or smaller or a section of stone no more than **5 feet** in any dimension and form it into any shape that suits your purpose. So, for example, you could shape a large rock into a weapon, idol, or coffer, or make a small passage through a wall, as long as the wall is less than **5 feet** thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn’t possible.",,TRUE,TRUE,TRUE,"soft clay, which must be worked into roughly the desired shape of the stone object",cleric,druid,wizard,,,,,cleric,druid,wizard,level4,,,,
Stoneskin,4,abjuration,FALSE,1 action,Touch,"Concentration, up to 1 hour",,,,,,,,,,,,,,,1,,,,,"This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell ends, the target has resistance to nonmagical bludgeoning, piercing, and **slashing damage**.",,TRUE,TRUE,TRUE,"diamond dust worth 100 gp, which the spell consumes",druid,sorcerer,ranger,wizard,,,,druid,sorcerer,ranger,wizard,level4,,,
Storm of Vengeance,9,conjuration,FALSE,1 action,Sight,"Concentration, up to 1 minute",,,,,,,Constitution,,,,,,,2d6(thunder),1,,,,,"A churning storm cloud forms, centered on a point you can see and spreading to a radius of **360 feet**. Lightning flashes in the area, thunder booms, and strong winds roar. Each creature under the cloud (no more than **5,000 feet** beneath the cloud) when it appears must make a **Constitution** saving throw. On a failed save, a creature takes **2d6 thunder damage** and becomes **deafened** for **5 minutes**.

Each round you maintain concentration on this spell, the storm produces additional effects on your turn.

* **Round 2**: Acidic rain falls from the cloud. Each creature and object under the cloud takes **1d6 acid damage**.

* **Round 3**: You call **six** bolts of lightning from the cloud to strike six creatures or objects of your choice beneath the cloud. A given creature or object can't be struck by more than one bolt. A struck creature must make a **Dexterity** saving throw. The creature takes **10d6 lightning damage** on a failed save, or half as much damage on a successful one.

* **Round 4**: Hailstones rain down from the cloud. Each creature under the cloud takes **2d6 bludgeoning damage**.

* **Rounds 5-10**: Gusts and freezing rain assail the area under the cloud. the area becomes difficult terrain and is heavily obscured. Each creature there takes **1d6 cold damage**. Ranged weapon attacks in the area are impossible. The wind and rain count as a severe distraction for the purposes of maintaining **concentration** on spells. Finally, gusts of strong wind (ranging from **20** to **50 miles per hour**) automatically disperse fog, mists, and similar phenomena in the area, whether mundane or magical.",,FALSE,TRUE,TRUE,,druid,,,,,,,druid,level9,,,,,,
Storm Sphere,4,evocation,FALSE,1 action,150 feet,"Concentration, up to 1 minute",,,,,,ranged,Strength,,,,,,,2d6(bludgeoning),1,4,1d6,damage,,"A **20-foot** radius sphere of whirling air springs into existence centered on a point you choose within range. The sphere remains for the spell’s duration. Each creature in the sphere when it appears or that ends its turn there must succeed on a **Strength** saving throw or take **2d6 bludgeoning damage**. The sphere’s space is difficult terrain.

Until the spell ends, you can use a **bonus action** on each of your turns to cause a bolt of lightning to leap from the center of the sphere toward one creature you choose within **60 feet** of the center. Make a ranged spell attack. You have **advantage** on the attack roll if the target is in the sphere. On a hit, the target takes **4d6 lightning damage**.

Creatures within **30 feet** of the sphere have **disadvantage** on Wisdom **(Perception)** checks made to listen.

When you cast this spell using a spell slot of 5th level or higher, the damage increases for **each** of its effects by **1d6** for each slot level above 4th.","When you cast this spell using a spell slot of 5th level or higher, the damage increases for each of its effects by 1d6 for each slot level above 4th.",FALSE,TRUE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,level4,,,,,
Suggestion,2,enchantment,FALSE,1 action,30 feet,"Concentration, up to 8 hours",,,,,,,Wisdom,,,,,,,,1,,,,,"You suggest a course of activity (limited to a sentence or two) and magically influence a creature you can see within range that can hear and understand you. Creatures that can't be **charmed** are immune to this effect. The suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do some other obviously harmful act ends the spell.

The target must make a **Wisdom** saving throw. On a failed save, it pursues the course of action you described to the best of its ability. The suggested course of action can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do.

You can also specify conditions that will trigger a special activity during the duration. For example, you might suggest that a knight give her warhorse to the first beggar she meets. If the condition isn't met before the spell expires, the activity isn't performed.

If you or any of your companions damage the target, the spell ends.",,TRUE,FALSE,TRUE,a snake's tongue and either a bit of honeycomb or a drop of sweet oil,bard,sorcerer,warlock,wizard,,,,bard,sorcerer,warlock,wizard,level2,,,
Sunbeam,6,evocation,FALSE,1 action,Self (60-foot line),"Concentration, up to 1 minute",,,,,,,Constitution,,,,,,,6d8(radiant),1,,,,,"A beam of brilliant light flashes out from your hand in a **5-foot** wide, 60-foot-long line. Each creature in the line must make a **Constitution** saving throw. On a failed save, a creature takes **6d8 radiant damage** and is **blinded** until your next turn. On a successful save, it takes half as much damage and isn't **blinded** by this spell. Undead and oozes have **disadvantage** on this saving throw.

You can create a new line of radiance as your action on any turn until the spell ends.

For the duration, a mote of brilliant radiance shines in your hand. It sheds bright light in a **30-foot** radius and dim light for an additional **30 feet**. This light is sunlight.",,TRUE,TRUE,TRUE,a magnifying glass,druid,sorcerer,wizard,,,,,druid,sorcerer,wizard,level6,,,,
